entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,aircraft_worked_on,profile_archetype,airport_icao,airport_distance_band,overall_confidence,outreach_tier,has_phone,has_email,has_website,website_fit_score,website_fit_rationale,erp_fit_score,erp_fit_rationale,corridor_ebis_likelihood,cross_sell_score,data_source,last_updated,is_enterprise,multi_location_group,domain_normalized
PRER293E,PREMIUM AEROSPACE CENTER OKLAHOMA LLC,,FOSS,OK,73647,9515656123,jose@premiumaerospacecenter.com,,PRER293E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
V2ER333Y,"CSI AEROSPACE, INC",,BROKEN ARROW,OK,74012,9182581290,lknapp@csiaerospace.com,,V2ER333Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
K2CR345J,KING AEROSPACE COMMERCIAL CORPORATION,,ARDMORE,OK,73401,5803895281,avarnadore@kingaerospace.com,,K2CR345J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
81UR662D,BLUE ARC METAL SPECIALTIES INC,,CLAREMORE,OK,74017,9187706733,brian.odell@bluearcms.com,,81UR662D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
FBAR256E,5B AVIATION LLC,,DUNCAN,OK,73533,5802529896,caleb.roberts@fivebravoaviation.com,,FBAR256E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
ACXR918D,AEROCORE X LLC,,DEL CITY,OK,73115,4056698655 EXT. 101,cd@aerocorex.com,,ACXR918D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
BD2R712K,ENVIRO SYSTEMS INC,,SEMINOLE,OK,74868,4053820731,daniel.thompson@acethermalsystems.com,,BD2R712K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
MQGR388B,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,AEROMET,TULSA,OK,74115,9188326395,darrek.voyles@l3harris.com,,MQGR388B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
S30R818N,SOUTHWEST AVIATION SPECIALTIES L L C,,TULSA,OK,74132,9182984044,dduncan@southwestaviation.net,,S30R818N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
CN2R748K,SOUTHWEST UNITED INDUSTRIES INC,,TULSA,OK,74120,9185874161 EXT. 249,davidl.jones@pccairframe.com,,CN2R748K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
5D1R406D,"DURACOATINGS HOLDINGS, LLC",,OKLAHOMA CITY,OK,73173,4056922249,corporateaviation@dciind.com,,5D1R406D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
HV2R886K,HELICOMB INTERNATIONAL INC,,TULSA,OK,74112,9185767927,rgeffroy@intertechnique.fr,,HV2R886K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
AV2R704K,GIBSON & SONS INC,"GIBSON AVIATION, LLC",EL RENO,OK,73036,4052624880,eric@gibsonaviationok.com,,AV2R704K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
F3PR014N,FOSTER'S PROPELLER SERVICE INC,,BOYNTON,OK,74422,9187332131,fosterpropeller@windstream.net,,F3PR014N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
6CVR217C,CERALUSA LLC,QUALIFIED COATING SERVICES,OKLAHOMA CITY,OK,73149,4054557720,greg.engleman@ceralusa.com,,6CVR217C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
X2OR074B,OKLAHOMA CITY AIR LOGISTICS COMPLEX,,OKLAHOMA CITY,OK,73145-3001,4057362496,gregory.moeller@us.af.mil,,X2OR074B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
ASIR028E,AIRCRAFT SYSTEMS INC,,CHICKASHA,OK,73018,5804673958,david@aircraftsystemsinc.com,,ASIR028E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
IY2R915K,"LUFTHANSA TECHNIK ENGINE SERVICES, INC",,TULSA,OK,74115,9188317737,jerry.walters@ltes.com,,IY2R915K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
5TAR464B,TOMCAT AVIATION LLC,,MIDWEST CITY,OK,73110,4055822222,john.coates@tomcataviationllc.com,,5TAR464B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
GVTR590E,GV AEROSPACE TECHNOLOGY LLC,,BEGGS,OK,74421,4052407403,johnnyj@g-aerospace.com,,GVTR590E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
CZ2R760K,LIMCO-AIREPAIR INC,TAT-LIMCO,TULSA,OK,74107,9184454331,lfisher@limcoairepair.com,,CZ2R760K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
IEER959E,AIR FLITE INC,,SHAWNEE,OK,74804,4052754388,mark@airfliteok.com,,IEER959E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
IZ2R916K,INTERCONTINENTAL JET SERVICE CORPORATION,,TULSA,OK,74115,9187405765,wendy@icjetservice.com,,IZ2R916K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
Y4UR546B,SOUTHWEST FUEL SYSTEMS LLC,,STROUD,OK,74079,9189689561,mhorwath@swf-aero.com,,Y4UR546B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
Z6AD209Y,"AIR TRANSPORT COMPONENTS, LLC",,TULSA,OK,74112,4808311268,jnewman@atcphx.com,,Z6AD209Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
CX2R758K,"MID-CONTINENTAL AVIONICS, LLC",,DURANT,OK,74701,5809245507,mike@midconavionics.com,,CX2R758K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
MERR576E,"SHRIKE AERO, LLC",,BROKEN ARROW,OK,74014,9186077206,mmercer@shrike-aero.com,,MERR576E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
OAMR915D,OMNI AIRCRAFT MAINTENANCE LLC,,TULSA,OK,74115,9182364859,mrodgers@flyomni.com,,OAMR915D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
D3FR571X,DAVIS FIELD AVIATION LLC,,MUSKOGEE,OK,74403,9186824101,nate@davisfieldaviation.com,,D3FR571X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
3ETR854C,"ETP THERMAL DYNAMICS, LLC",,TULSA,OK,74132,9185285567,rcampbell@eatonthermal.com,,3ETR854C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
UDIR307E,UNITED AERO INC,,SHAWNEE,OK,74804,4052123989,robert.pegg@united-dynamics.com,,UDIR307E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
X91R092Y,CAPITAL AVIATION INC,,BETHANY,OK,73008,4054951141,scot@capitalaviation.com,,X91R092Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
IAXR223L,AMERICA'S AIRCRAFT ENGINES INC,,COLLINSVILLE,OK,74021,3194655488,sfowler@overhaul.com,,IAXR223L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
MACR025E,AIRCRAFT AND MILITARY COMPONENT REPAIR LLC,,HARRAH,OK,73045,4053236428,shrise@airmilcr.com,,MACR025E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
RAQR194K,RADIAL ENGINES LTD,,GUTHRIE,OK,73044,4054332263,steve@radialengines.com,,RAQR194K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
W8QR228Y,MINGO AEROSPACE LLC,,OWASSO,OK,74055,9186330753,taddis@mingoaero.com,,W8QR228Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
HCSR256K,AVIATION AVIONICS AND INSTRUMENTS INC,,OWASSO,OK,74055,9182121300,dale.roberts@aaic.aero,,HCSR256K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
15LR725Y,LUFTHANSA TECHNIK COMPONENT SERVICES LLC.,,TULSA,OK,74115,9188317732,luis.sanchez@ltcs.com,,15LR725Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
XVOR782X,PHOENIX RISING AVIATION INC,,BARTLESVILLE,OK,74003,9183370200,surban@praviation.com,,XVOR782X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
