route_id,route_path_template,route_label,route_kind,route_category_id,route_source,source_component,route_source_status,mapped_fs_ids,mapped_mbp_ids,implementation_state,verification_state,last_reviewed_at_utc,reviewed_by,key_subfeatures,gap_notes,evidence_links
"RTC-0055","/portal","Portal","page","CAT-PORTAL","src/router/routeModules/customerPortalRoutes.tsx","CustomerDashboardPage","routed","FS-0010, FS-0062","MBP-0019, MBP-0146","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","No customer account linked; Active Work Orders; Pending Quotes; Outstanding Invoices; Total Fleet","—","src/router/routeModules/customerPortalRoutes.tsx; app/(customer)/portal/page.tsx"
"RTC-0056","/portal/fleet","Portal Fleet","page","CAT-PORTAL","src/router/routeModules/customerPortalRoutes.tsx","CustomerFleetPage","routed","FS-0010, FS-0062","MBP-0019, MBP-0146","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Portal Fleet; My Fleet; Validation and error-state handling","—","src/router/routeModules/customerPortalRoutes.tsx; app/(customer)/portal/fleet/page.tsx"
"RTC-0057","/portal/invoices","Portal Invoices","page","CAT-PORTAL","src/router/routeModules/customerPortalRoutes.tsx","CustomerInvoicesPage","routed","FS-0010, FS-0062","MBP-0019, MBP-0146","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Portal Invoices; Invoices; invoice.invoiceNumber","—","src/router/routeModules/customerPortalRoutes.tsx; app/(customer)/portal/invoices/page.tsx"
"RTC-0058","/portal/quotes","Portal Quotes","page","CAT-PORTAL","src/router/routeModules/customerPortalRoutes.tsx","CustomerQuotesPage","routed","FS-0010, FS-0062","MBP-0019, MBP-0146","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Portal Quotes; Quotes; quote.quoteNumber","—","src/router/routeModules/customerPortalRoutes.tsx; app/(customer)/portal/quotes/page.tsx"
"RTC-0059","/portal/work-orders","Portal Work Orders","page","CAT-PORTAL","src/router/routeModules/customerPortalRoutes.tsx","CustomerWorkOrdersPage","routed","FS-0010, FS-0062","MBP-0019, MBP-0146","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders; detail.workOrderNumber; Received; Inspection; In Progress","—","src/router/routeModules/customerPortalRoutes.tsx; app/(customer)/portal/work-orders/page.tsx"
"RTC-0060","/reports","Reports","page","CAT-REPORTS","src/router/routeModules/protectedAppRoutes.tsx","ReportsPage","routed","FS-0012, FS-0051","MBP-0103, MBP-0137","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Monthly Revenue; WO Throughput; Revenue Summary Table","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/reports/page.tsx"
"RTC-0061","/reports/financials","Reports Financials","page","CAT-REPORTS","src/router/routeModules/protectedAppRoutes.tsx","FinancialDashboardPage","routed","FS-0012, FS-0051","MBP-0103, MBP-0137","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Financial Dashboard; Monthly Revenue — Last 12 Months; Gross Margin Trend; Revenue by Aircraft Type","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/reports/financials/page.tsx"
"RTC-0062","/reports/financials/forecast","Reports Financials Forecast","page","CAT-REPORTS","src/router/routeModules/protectedAppRoutes.tsx","FinancialForecastPage","routed","FS-0012, FS-0051","MBP-0103, MBP-0137","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Cash Flow Forecast; horizon-Month Revenue / Cost / Profit Projection; Monthly Cash Flow Detail","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/reports/financials/forecast/page.tsx"
"RTC-0063","/reports/financials/profitability","Reports Financials Profitability","page","CAT-REPORTS","src/router/routeModules/protectedAppRoutes.tsx","FinancialProfitabilityPage","routed","FS-0012, FS-0051","MBP-0103, MBP-0137","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Reports Financials Profitability; WO Profitability; Per-WO Profit &amp; Loss","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/reports/financials/profitability/page.tsx"
"RTC-0064","/reports/financials/runway","Reports Financials Runway","page","CAT-REPORTS","src/router/routeModules/protectedAppRoutes.tsx","FinancialRunwayPage","routed","FS-0012, FS-0051","MBP-0103, MBP-0137","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Reports Financials Runway; Business Runway; 12-Month Cash Position Projection","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/reports/financials/runway/page.tsx"
"RTC-0065","/scheduling","Scheduling","page","CAT-SCHEDULING","src/router/routeModules/protectedAppRoutes.tsx","SchedulingPage","routed","FS-0013, FS-0014, FS-0068","MBP-0110, MBP-0114, MBP-0152","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Scheduling; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/scheduling/page.tsx"
"RTC-0066","/scheduling/bays","Scheduling Bays","page","CAT-SCHEDULING","src/router/routeModules/protectedAppRoutes.tsx","BaysPage","routed","FS-0013, FS-0014, FS-0068","MBP-0110, MBP-0114, MBP-0152","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Scheduling Bays; Hangar Bays; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/scheduling/bays/page.tsx"
"RTC-0067","/scheduling/capacity","Scheduling Capacity","page","CAT-SCHEDULING","src/router/routeModules/protectedAppRoutes.tsx","CapacityPage","routed","FS-0013, FS-0014, FS-0068","MBP-0110, MBP-0114, MBP-0152","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Scheduling Capacity; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/scheduling/capacity/page.tsx"
"RTC-0068","/scheduling/financial-planning","Scheduling Financial Planning","page","CAT-SCHEDULING","src/router/routeModules/protectedAppRoutes.tsx","FinancialPlanningPage","routed","FS-0013, FS-0014, FS-0068","MBP-0110, MBP-0114, MBP-0152","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Scheduling Financial Planning; Assumptions; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/scheduling/financial-planning/page.tsx"
"RTC-0069","/scheduling/quotes","Scheduling Quote Workspace","page","CAT-SCHEDULING","src/router/routeModules/protectedAppRoutes.tsx","SchedulingQuotesPage","routed","FS-0013, FS-0014, FS-0068","MBP-0110, MBP-0114, MBP-0152","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Scheduling Quote Workspace; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/scheduling/quotes/page.tsx"
"RTC-0070","/scheduling/roster","Scheduling Roster","page","CAT-SCHEDULING","src/router/routeModules/protectedAppRoutes.tsx","SchedulingRosterPage","routed","FS-0013, FS-0014, FS-0068","MBP-0110, MBP-0114, MBP-0152","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Scheduling Roster; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/scheduling/roster/page.tsx"
"RTC-0071","/scheduling/seed-audit","Scheduling Seed Audit","page","CAT-SCHEDULING","src/router/routeModules/protectedAppRoutes.tsx","SeedAuditPage","routed","FS-0013, FS-0014, FS-0068","MBP-0110, MBP-0114, MBP-0152","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Repair Station Seed Audit; Coverage Counts; Per-Location Scheduled Counts; Per-Location Tool Counts; Fleet Component Coverage","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/scheduling/seed-audit/page.tsx"
"RTC-0072","/settings/email-log","Settings Email Log","page","CAT-SETTINGS","src/router/routeModules/protectedAppRoutes.tsx","EmailLogPage","routed","FS-0015, FS-0053, FS-0069","MBP-0106, MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Settings Email Log; Email Log; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/settings/email-log/page.tsx"
"RTC-0073","/settings/import","Settings Import","page","CAT-SETTINGS","src/router/routeModules/protectedAppRoutes.tsx","ImportPage","routed","FS-0015, FS-0053, FS-0069","MBP-0106, MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Import Data; 2. Map columns; 3. Preview (csvRows.length rows)","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/settings/import/page.tsx"
"RTC-0074","/settings/locations","Settings Locations","page","CAT-SETTINGS","src/router/routeModules/protectedAppRoutes.tsx","ShopLocationsPage","routed","FS-0015, FS-0053, FS-0069","MBP-0106, MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Part 145; Part 135; Part 121; Part 91","Page includes explicit coming-soon/stub indicators; capability is partial.","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/settings/locations/page.tsx"
"RTC-0075","/settings/notifications","Settings Notifications","page","CAT-SETTINGS","src/router/routeModules/protectedAppRoutes.tsx","NotificationPreferencesPage","routed","FS-0015, FS-0053, FS-0069","MBP-0106, MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Notification Preferences; Notification Types; Work Order Status Changes; Task Assignments; Quote Approved","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/settings/notifications/page.tsx"
"RTC-0076","/settings/quickbooks","Settings QuickBooks","page","CAT-SETTINGS","src/router/routeModules/protectedAppRoutes.tsx","QuickBooksPage","routed","FS-0015, FS-0053, FS-0069","MBP-0106, MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Sync Settings; Total Syncs; Pending; Synced; Failed","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/settings/quickbooks/page.tsx"
"RTC-0077","/settings/routing-templates","Settings Routing Templates","page","CAT-SETTINGS","src/router/routeModules/protectedAppRoutes.tsx","RoutingTemplatesPage","routed","FS-0015, FS-0053, FS-0069","MBP-0106, MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Settings Routing Templates; Role-scoped action controls; Validation and error-state handling","Page includes explicit coming-soon/stub indicators; capability is partial.","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/settings/routing-templates/page.tsx"
"RTC-0078","/settings/shop","Settings Shop","page","CAT-SETTINGS","src/router/routeModules/protectedAppRoutes.tsx","ShopSettingsPage","routed","FS-0015, FS-0053, FS-0069","MBP-0106, MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Eastern (ET) — America/New_York; Eastern (ET) — America/Detroit; Eastern (ET) — America/Indianapolis; Central (CT) — America/Chicago; Central (CT) — America/Menominee","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/settings/shop/page.tsx"
"RTC-0079","/settings/station-config","Settings Station Config","page","CAT-SETTINGS","src/router/routeModules/protectedAppRoutes.tsx","StationConfigPage","routed","FS-0015, FS-0053, FS-0069","MBP-0106, MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Settings Station Config; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/settings/station-config/page.tsx"
"RTC-0080","/settings/users","Settings Users","page","CAT-SETTINGS","src/router/routeModules/protectedAppRoutes.tsx","UsersSettingsPage","routed","FS-0015, FS-0053, FS-0069","MBP-0106, MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Settings Users; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/settings/users/page.tsx"
"RTC-0081","/sign-in/*","Sign In Wildcard","alias","CAT-AUTH","src/router/routeModules/authRoutes.tsx","app/(auth)/sign-in/[[...sign-in]]/page.tsx","routed","FS-0015, FS-0050","MBP-0017, MBP-0108","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Sign In Wildcard; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/authRoutes.tsx; app/(auth)/sign-in/[[...sign-in]]/page.tsx"
"RTC-0082","/sign-up/*","Sign Up Wildcard","alias","CAT-AUTH","src/router/routeModules/authRoutes.tsx","app/(auth)/sign-up/[[...sign-up]]/page.tsx","routed","FS-0015, FS-0050","MBP-0017, MBP-0108","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Sign Up Wildcard; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/authRoutes.tsx; app/(auth)/sign-up/[[...sign-up]]/page.tsx"
"RTC-0083","/squawks","Squawks","page","CAT-SQUAWKS","src/router/routeModules/protectedAppRoutes.tsx","SquawksPage","routed","FS-0024, FS-0060","MBP-0041, MBP-0144","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Squawks & Discrepancies; Critical; Major; Minor; Observation","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/squawks/page.tsx"
"RTC-0084","/work-orders","Work Orders","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","WorkOrdersPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/page.tsx"
"RTC-0085","/work-orders/:id","Work Orders Detail","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","WorkOrderDetailPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","wo.workOrderNumber; Work Order Activity; Quoting; In-dock; Inspection","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/[id]/page.tsx"
"RTC-0086","/work-orders/:id/certificates","Work Orders Detail Certificates","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","CertificatesPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056, FS-0061","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140, MBP-0145","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders Detail Certificates; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/[id]/certificates/page.tsx"
"RTC-0087","/work-orders/:id/execution","Work Orders Detail Execution","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","WOExecutionPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders Detail Execution; workOrder.workOrderNumber — Execution Planning; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/[id]/execution/page.tsx"
"RTC-0088","/work-orders/:id/records","Work Orders Detail Records","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","MaintenanceRecordsPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Annual; 100-Hour; Progressive; Conditional","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/[id]/records/page.tsx"
"RTC-0089","/work-orders/:id/release","Work Orders Detail Release","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","ReleaseAircraftPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders Detail Release; Aircraft Released to Customer; Work Order Details","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/[id]/release/page.tsx"
"RTC-0090","/work-orders/:id/rts","Work Orders Detail Rts","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","RtsPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders Detail Rts; Aircraft Returned to Service; Return-to-Service Already Authorized","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/[id]/rts/page.tsx"
"RTC-0091","/work-orders/:id/signature","Work Orders Detail Signature","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","SignaturePage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders Detail Signature; Re-Authentication Required; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/[id]/signature/page.tsx"
"RTC-0092","/work-orders/:id/tasks/:cardId","Work Orders Detail Tasks Task Card","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","TaskCardPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders Detail Tasks Task Card; taskCard.title; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/[id]/tasks/[cardId]/page.tsx"
"RTC-0093","/work-orders/:id/tasks/new","Work Orders Detail Tasks New","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","NewTaskCardPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders Detail Tasks New; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/[id]/tasks/new/page.tsx"
"RTC-0094","/work-orders/dashboard","Work Orders Dashboard","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","WorkOrdersDashboardPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders Dashboard; Work Order Dashboard; Active Work Orders","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/dashboard/page.tsx"
"RTC-0095","/work-orders/kanban","Work Order Kanban","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","KanbanPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Orders — Kanban; col.label; Draft; Open; In Progress","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/kanban/page.tsx"
"RTC-0096","/work-orders/lead","Work Orders Lead","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","WorkOrdersLeadPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Lead Workspace; Task Assignment Feed; Turnover Report Editor; Submitted History","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/lead/page.tsx"
"RTC-0097","/work-orders/new","New Work Order","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","NewWorkOrderPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","New Work Order; Work Order Details; Priority","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/new/page.tsx"
"RTC-0098","/work-orders/templates","Work Order Templates","page","CAT-WORK-ORDERS","src/router/routeModules/protectedAppRoutes.tsx","WorkOrderTemplatesPage","routed","FS-0023, FS-0044, FS-0054, FS-0055, FS-0056","MBP-0014, MBP-0127, MBP-0138, MBP-0139, MBP-0140","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Work Order Templates; Role-scoped action controls; Validation and error-state handling","—","src/router/routeModules/protectedAppRoutes.tsx; app/(app)/work-orders/templates/page.tsx"
"RTC-0099","*","App Not Found Catch-All","catch_all","CAT-SYSTEM","src/router/routeModules/protectedAppRoutes.tsx","AppNotFoundPage","router_only","FS-0053, FS-0069","MBP-0133, MBP-0153","implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","App Not Found Catch-All; Role-scoped access flow; State transition controls","Route exists in router modules without a dedicated page file; behavior is redirect/catch-all managed.","src/router/routeModules/protectedAppRoutes.tsx"
"RTC-0100","/billing/quotes/templates","Billing Quotes Templates","page","CAT-BILLING","app/(app)/billing/quotes/templates/page.tsx","app/(app)/billing/quotes/templates/page.tsx","orphan_page","FS-0007, FS-0008, FS-0032, FS-0062, FS-0063, FS-0064, FS-0065, FS-0066","MBP-0024, MBP-0119, MBP-0146, MBP-0147, MBP-0148, MBP-0149, MBP-0150","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Billing Quotes Templates; Quote Templates; t.name","Page exists in filesystem but is not wired in route modules.","app/(app)/billing/quotes/templates/page.tsx"
"RTC-0101","/not-found","Not Found","page","CAT-SYSTEM","app/(app)/not-found/page.tsx","app/(app)/not-found/page.tsx","orphan_page","FS-0053, FS-0069","MBP-0133, MBP-0153","partially_implemented","doc_reviewed","2026-03-04T00:00:00Z","master-spec-expansion-agent","Not Found; Role-scoped action controls; Validation and error-state handling","Page exists in filesystem but is not wired in route modules.","app/(app)/not-found/page.tsx"
