entity_id,legal_name,dba_name,street,city,state,zip,phone,email,website,cert_no,part145_indicator,certificate_hints,shop_size_class,aircraft_worked_on,airport_proximity_profile,airport_distance_band,nearest_airport_name,nearest_airport_icao,observability_score,observability_score_method,profile_archetype,overall_confidence,identity_ambiguity_flag,provenance_legal_name,provenance_part145,provenance_shop_size_class,provenance_aircraft_worked_on,provenance_airport_proximity_profile,provenance_observability_score,source_refs,selected_source,selected_source_precedence,selected_source_rank,selected_round,cert_validation_status,direct_verification_status,confidence_label,contact_completeness,has_phone,has_email,has_website,manual_review_flag,manual_review_reason,provenance_selected_source,provenance_precedence_rule,outreach_tier
F42R979Y,FRONT RANGE TRANSPONDER SERVICE,DBA MOUNTAIN AIR AVIATION,11750 AIRPORT WAY HANGAR B-12-D,BROOMFIELD,CO,80021,3034691380,gb3maa@gmail.com,,F42R979Y,yes,Cert F42R979Y; Designator F42R,small,transponder;altimeter;encoder;pitot_static,on-airport,on-airport,Rocky Mountain Metropolitan Airport,KBJC,0.42,direct:FAA145 listing + niche legacy web trace; limited modern footprint,specialty,0.82,no,FAA repair station contacts dataset,FAA repair station contacts dataset,direct:limited niche evidence,direct:blog + FAA145 profile content,team-c:OUTPUT.csv(distance_band),direct-but-thin signal set,FAA-AVINFO-DOWNLOAD-2026-03-07;https://www.faa145search.com/repair_station/profile/FRONT-RANGE-TRANSPONDER-SERVICE-F42R979Y;http://frtrangexpndr.blogspot.com/,team-g,team-g>team-h>team-e,1,round-3,validated_by_team_h,verified_by_team_g,medium,good,yes,yes,no,no,,team-g:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
7GSR084O,"GLOBAL SUPERTANKER AVIATION, LLC.",,9101 KENYON AVENUE,DENVER,CO,80237,,,,7GSR084O,yes,Cert 7GSR084O; Designator 7GSR,medium,unknown,near-airport,near-airport,Denver International Airport,KDEN,0.20,fallback-default-low-no-direct-evidence,general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
GO2R846D,"GOGO BUSINESS AVIATION, LLC",DBA GOGO FLIGHT SERVICES,105 EDGEVIEW DRIVE SUITE 300,BROOMFIELD,CO,80021,3033013441,,https://www.gogoair.com,GO2R846D,yes,Cert GO2R846D; Designator GO2R,medium,avionics;inflight_connectivity;business_aviation,near-airport,near-airport,Rocky Mountain Metropolitan Airport,KBJC,0.72,direct:web+industry-listing (official site + AEA/chamber presence),specialty,0.90,no,FAA repair station contacts dataset,FAA repair station contacts dataset,direct:gogo site + chamber + AEA,direct:gogo business aviation descriptors,team-c:OUTPUT.csv(distance_band),direct:multi-source digital footprint,FAA-AVINFO-DOWNLOAD-2026-03-07; https://www.gogoair.com; https://members.broomfieldchamber.com/list/member/gogo-business-aviation-6765; https://aea.net/memberdetails.asp?ID=7337,team-g,team-g>team-h>team-e,1,round-3,validated_by_team_h,verified_by_team_g,high,good,yes,no,yes,no,,team-g:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,A
X8CR828N,"GOGO BUSINESS AVIATION, LLC.",,105 EDGEVIEW DRIVE SUITE 300,BROOMFIELD,CO,80021,3033013200,connect@gogoair.com,,X8CR828N,yes,Cert X8CR828N; Designator X8CR,medium,unknown,near-airport,near-airport,Rocky Mountain Metropolitan Airport,KBJC,0.20,fallback-default-low-no-direct-evidence,general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
HRSR322E,HAYES AVIATION RS,,1201 N. CEDAR AVE. BLDG 14,AKRON,CO,80720,,,,HRSR322E,yes,Cert HRSR322E; Designator HRSR,medium,unknown,near-airport,near-airport,Colorado Plains Regional Airport,KAKO,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
VX3R935L,HELIARC WELDING SERVICE,,3965 NEWPORT STREET,DENVER,CO,80207,3033552080,,,VX3R935L,yes,Cert VX3R935L; Designator VX3R,unknown,unknown,near-airport,near-airport,Denver International Airport,KDEN,0.30,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,partial,yes,no,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
9HQR621C,HQ HELIWORKS LLC,,11915 AIRPORT WAY # 6,BROOMFIELD,CO,80021,,,,9HQR621C,yes,Cert 9HQR621C; Designator 9HQR,unknown,unknown,on-airport,on-airport,Rocky Mountain Metropolitan Airport,KBJC,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
FS6R104E,"INTERMOUNTAIN TESTING COMPANY, LLC",,2965 S. SHOSHONE STREET,ENGLEWOOD,CO,80110,3037610650,joe@intermountaintesting.com,,FS6R104E,yes,Cert FS6R104E; Designator FS6R,unknown,unknown,near-airport,near-airport,Centennial Airport,KAPA,0.20,fallback-default-low-no-direct-evidence,general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
IG0R976N,"INTERNATIONAL GOVERNOR SERVICES, LLC",DBA STANDARDAERO COMPONENT SERVICES,7290 WEST 118TH PLACE,BROOMFIELD,CO,80020,,maintenance@securityaviation.biz,,IG0R976N,yes,Cert IG0R976N; Designator IG0R,medium,unknown,near-airport,near-airport,Rocky Mountain Metropolitan Airport,KBJC,0.20,fallback-default-low-no-direct-evidence,general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,partial,no,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
ZYJR157B,JETTECH LLC,,10122 AIRPORT COURT,BROOMFIELD,CO,80021,3036974262,rob@jettechllc.net,https://www.jettechllc.net,ZYJR157B,yes,Cert ZYJR157B; Designator ZYJR,small,avionics;stc_kits;garmin_upgrades;citation_focus,on-airport,on-airport,Rocky Mountain Metropolitan Airport,KBJC,0.70,direct:official contact page (CRS match) + AEA membership,specialty,0.95,no,FAA repair station contacts dataset,FAA repair station contacts dataset,direct:jettech official site positioning,direct:jettech product/service cues,team-c:OUTPUT.csv(distance_band),direct:web signals upgraded,FAA-AVINFO-DOWNLOAD-2026-03-07; https://www.jettechllc.net/contact/; https://aea.net/memberdetails.asp?ID=7638,team-g,team-g>team-h>team-e,1,round-3,validated_by_team_h,verified_by_team_g,very_high,full,yes,yes,yes,no,,team-g:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,A
KY7R882H,KEY LIME AIR CORPORATION,DBA DENVER AIR CONNECTION,13252 E. CONTROL TOWER ROAD,ENGLEWOOD,CO,80112,,,,KY7R882H,yes,Cert KY7R882H; Designator KY7R,small,avionics_line_service;avionics_installation;cj2_upgrade,on-airport,on-airport,Centennial Airport,KAPA,0.23,team-d:OUTPUT.csv(observability_score),avionics_heavy_satellite,0.98,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),team-b:OUTPUT.csv(shop_size_class),team-b:OUTPUT.csv(aircraft_worked_on),team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;S7;S8;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,very_high,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
76YR726D,LEGACY AIR,,11905 CORPORATE WAY,BROOMFIELD,CO,80021,3034040277,rick@legacy-air.com,,76YR726D,yes,Cert 76YR726D; Designator 76YR,unknown,unknown,near-airport,near-airport,Rocky Mountain Metropolitan Airport,KBJC,0.38,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
LCBR329X,LIFE CYCLE BALLOON REPAIR,,15862 DUQUESNE CIRCLE,BRIGHTON,CO,80603,3032161990,michael@lifecycleballoons.com,,LCBR329X,yes,Cert LCBR329X; Designator LCBR,unknown,unknown,near-airport,near-airport,Colorado Air and Space Port,KCFO,0.38,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
MQWR059K,M E K LTD,DBA GRANITE MOUNTAIN REPAIR,5454 ALTEZA DR.,COLORADO SPRINGS,CO,80917,,,,MQWR059K,yes,Cert MQWR059K; Designator MQWR,unknown,unknown,near-airport,near-airport,City of Colorado Springs Municipal Airport,KCOS,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
T3RR881N,MEEKER AIRPORT INC,DBA TRISTAR AVIATION,921 EAST MARKET STREET,MEEKER,CO,81641,9702551501,lancecoulter@hotmail.com,,T3RR881N,yes,Cert T3RR881N; Designator T3RR,unknown,unknown,on-airport,on-airport,Meeker Airport,KEEO,0.38,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
TJJR625X,MOBILE TRANSPONDER SERVICES LLC,DBA AVIONICS UPGRADES,8266 CESSNA DR.,PEYTON,CO,80831,,,,TJJR625X,yes,Cert TJJR625X; Designator TJJR,medium,unknown,on-airport,on-airport,Meadow Lake Airport,KFLY,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
PMSR554E,PEGASUS AEROSPACE MISSION SYSTEMS,,1945 AVIATION WAY,COLORADO SPRINGS,CO,80916,7196591017,,,PMSR554E,yes,Cert PMSR554E; Designator PMSR,medium,unknown,on-airport,on-airport,City of Colorado Springs Municipal Airport,KCOS,0.30,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,partial,yes,no,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
N3KR215O,"PHOENIX TURBINE OVERHAUL AND REPAIR, LLC.",DBA NONE,204 N. LINK LN. #A-4,FORT COLLINS,CO,80524,9704950295,phoenixturbine@aol.com,,N3KR215O,yes,Cert N3KR215O; Designator N3KR,unknown,engine-components,near-airport,near-airport,Northern Colorado Regional Airport,KFNL,0.20,fallback-default-low-no-direct-evidence,specialty,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
ZP8R849Y,PILATUS AIRCRAFT USA LTD.,,12300 PILATUS WAY,BROOMFIELD,CO,80021,3034659099,mrector@pilbal.com,,ZP8R849Y,yes,Cert ZP8R849Y; Designator ZP8R,unknown,unknown,near-airport,near-airport,Rocky Mountain Metropolitan Airport,KBJC,0.20,fallback-default-low-no-direct-evidence,general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
PTIR407E,POSITECH INTERNATIONAL LLC,,18436 F ROAD,DELTA,CO,81416,9704177531,,,PTIR407E,yes,Cert PTIR407E; Designator PTIR,medium,unknown,near-airport,near-airport,Blake Field,KAJZ,0.30,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,partial,yes,no,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
PE5R116N,PRECISION AIRCRAFT & ENGINE SERVICES INC,DBA MAYO AVIATION LLC,7425 SOUTH PEORIA CIRCLE,ENGLEWOOD,CO,80112,3037924022,,,PE5R116N,yes,Cert PE5R116N; Designator PE5R,medium,engine-components,near-airport,near-airport,Centennial Airport,KAPA,0.20,fallback-default-low-no-direct-evidence,specialty,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,partial,yes,no,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
PAZ3068H,"PREMIER AIR CENTER, LLC",DBA WEST STAR AVIATION,12000 EAST CONTROL TOWER ROAD,ENGLEWOOD,CO,80112,7204867140,,https://www.weststaraviation.com/denver/,PAZ3068H,yes,Cert PAZ3068H; Designator PAZ3,large,business_jets;airframe;engines;avionics;modifications,on-airport,on-airport,Centennial Airport,KAPA,0.88,direct:official facility/service pages + strong market footprint,full_service_mro,0.98,no,FAA repair station contacts dataset,FAA repair station contacts dataset,direct:west star corporate/facility pages,direct:west star service capability statements,team-c:OUTPUT.csv(distance_band),direct:web signals + retained high confidence,FAA-AVINFO-DOWNLOAD-2026-03-07; https://www.weststaraviation.com/denver/; https://www.weststaraviation.com/,team-g,team-g>team-h>team-e,1,round-3,validated_by_team_h,verified_by_team_g,very_high,good,yes,no,yes,no,,team-g:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,A
7F6R102D,PRO POLISH LLC,,"2761 WEST OXFORD AVENUE, UNIT 1",ENGLEWOOD,CO,80110,3038030002,chris@propolish100.com,,7F6R102D,yes,Cert 7F6R102D; Designator 7F6R,unknown,unknown,near-airport,near-airport,Centennial Airport,KAPA,0.38,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
R62R296Y,REDLINE AVIATION,,1201 NORTH CEDAR BUILDING 4,AKRON,CO,80720,7202724356,dan@redlineaviation.aero,,R62R296Y,yes,Cert R62R296Y; Designator R62R,medium,unknown,near-airport,near-airport,Colorado Plains Regional Airport,KAKO,0.38,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
RYHR519X,ROCKY MOUNTAIN HOT AIR LLC,,5075 W. ALASKA PLACE,DENVER,CO,80219,,,,RYHR519X,yes,Cert RYHR519X; Designator RYHR,unknown,unknown,near-airport,near-airport,Denver International Airport,KDEN,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
FR6R545N,ROCKY MOUNTAIN PROPELLERS INC,,2865 AIRPORT DRIVE,ERIE,CO,80516,3036657905,rocky.prop@rockyprop.com,,FR6R545N,yes,Cert FR6R545N; Designator FR6R,unknown,unknown,on-airport,on-airport,Erie Municipal Airport,KEIK,0.38,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,good,yes,yes,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
3MTR418B,SABER AIRCRAFT SERVICES LLC,,522 SKYWAY STREET,PUEBLO,CO,81001,,,,3MTR418B,yes,Cert 3MTR418B; Designator 3MTR,medium,unknown,on-airport,on-airport,Pueblo Memorial Airport,KPUB,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
3SDR529B,"SIERRA NEVADA COMPANY, LLC",,8165 S. WALLACE COURT HANGAR 13,ENGLEWOOD,CO,80112,3037950604,,,3SDR529B,yes,Cert 3SDR529B; Designator 3SDR,unknown,unknown,near-airport,near-airport,Centennial Airport,KAPA,0.20,fallback-default-low-no-direct-evidence,general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,partial,yes,no,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
VIB4368K,STEVENS AEROSPACE AND DEFENSE SYSTEMS LLC,,7735 S PEORIA ST HANGAR 3,ENGLEWOOD,CO,80112,,,,VIB4368K,yes,Cert VIB4368K; Designator VIB4,medium,unknown,near-airport,near-airport,Centennial Airport,KAPA,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
OMKR399L,STRAIGHT FLIGHT LLC,,13251 EAST CONTROL TOWER ROAD,ENGLEWOOD,CO,80112,3037998906,,https://www.straightflight.com,OMKR399L,yes,Cert OMKR399L; Designator OMKR,medium,aircraft_under_12500lbs;metal_airframe;composite_airframe;avionics;paint,near-airport,near-airport,Centennial Airport,KAPA,0.82,direct:official about/contact pages with facility and capability detail,airframe_restoration_specialist,0.97,no,FAA repair station contacts dataset,FAA repair station contacts dataset,direct:straightflight about page (3x18k sq ft hangars),direct:straightflight capability text,team-c:OUTPUT.csv(distance_band),direct:web+facility detail,FAA-AVINFO-DOWNLOAD-2026-03-07; https://www.straightflight.com/about-straight-flight/; https://www.straightflight.com/contact-us/,team-g,team-g>team-h>team-e,1,round-3,validated_by_team_h,verified_by_team_g,very_high,good,yes,no,yes,no,,team-g:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,A
